UniqueID,DayNumber,title,rank,newsSource,URLs,Date,Filename,Seg,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,Iself,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,Polarity
9545,5,Budget 2015: 'Google Tax' introduction confirmed,5,BBCNews,http://www.bbc.co.uk/news/business-31942639,18/03/2015,headlineodc.txt,1,6,6,33.33,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,33.33,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,33.33,0,0,66.67,0
9546,6,The road to obscurity,6,BBCNews,http://www.bbc.co.uk/news/magazine-31920948,18/03/2015,headlineodd.txt,1,4,4,25,100,0,50,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0
9547,7,"New £1 coin design, created by a teenager, revealed by Mint",7,BBCNews,http://www.bbc.co.uk/newsbeat/31938400,18/03/2015,headlineode.txt,1,11,11,27.27,72.73,0,27.27,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,9.09,18.18,0,0,0,0,0,0,0,0,0,27.27,9.09
9548,8,"Budget 2015: New £1,000 tax allowance for savers",8,BBCNews,http://www.bbc.co.uk/news/business-31942922,18/03/2015,headlineodf.txt,1,8,8,12.5,62.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,0,25,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,37.5,0
9549,9,Real-time online accounts to replace annual tax returns,9,BBCNews,http://www.bbc.co.uk/news/business-31937637,18/03/2015,headlineodg.txt,1,9,9,44.44,88.89,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,44.44,11.11,0,33.33,11.11,0,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,22.22,0,0,0,0,22.22,0
9550,10,"Selfie danger during solar eclipse, eye experts warn",10,BBCNews,http://www.bbc.co.uk/news/health-31921098,18/03/2015,headlineodh.txt,1,8,8,25,37.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,25,-12.5
9616,1,Royal Navy unveils 'modern' uniform,1,BBCNews,http://www.bbc.co.uk/news/uk-england-31950420,19/03/2015,headlineofv.txt,1,5,5,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,0,0,60,0
9617,2,The lion hugger,2,BBCNews,http://www.bbc.co.uk/news/magazine-31818370,19/03/2015,headlineofw.txt,1,3,3,0,66.67,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33,33.33
9618,3,Four arrested over Tunisia attack,3,BBCNews,http://www.bbc.co.uk/news/world-africa-31960926,19/03/2015,headlineofx.txt,1,5,5,40,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,-20
9619,4,Budget calculator: How will Budget 2015 affect you?,4,BBCNews,http://www.bbc.co.uk/news/business-17442946,19/03/2015,headlineofy.txt,1,8,8,12.5,75,12.5,37.5,12.5,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,37.5,0
9620,5,'World's oldest railway tunnel' awarded protected status,5,BBCNews,http://www.bbc.co.uk/news/uk-england-derbyshire-31951751,19/03/2015,headlineofz.txt,1,7,7,57.14,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,42.86,0,0,57.14,14.29
9621,6,Budget 2015: Election battle over spending cuts,6,BBCNews,http://www.bbc.co.uk/news/uk-politics-31956459,19/03/2015,headlineoga.txt,1,7,7,28.57,57.14,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,28.57,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,-14.29
9622,7,Police 5's Shaw Taylor dies at Isle of Wight home,7,BBCNews,http://www.bbc.co.uk/news/uk-england-hampshire-31954540,19/03/2015,headlineogb.txt,1,10,10,0,50,0,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,20,0
9623,8,Is Titan submarine the most daring space mission yet?,8,BBCNews,http://www.bbc.co.uk/news/science-environment-31854559,19/03/2015,headlineogc.txt,1,9,9,22.22,66.67,0,44.44,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,22.22,11.11
9624,9,Tunis museum attack: Briton among tourists killed in shootings,9,BBCNews,http://www.bbc.co.uk/news/uk-31961338,19/03/2015,headlineogd.txt,1,9,9,22.22,55.56,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,11.11,0,0,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,22.22,-22.22
9625,10,Solar eclipse poses energy challenge,10,BBCNews,http://www.bbc.co.uk/news/business-31951768,19/03/2015,headlineoge.txt,1,5,5,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,40
9691,1,Jeremy Clarkson alludes to 'BBC sacking' at charity event,1,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31981751,20/03/2015,headlineois.txt,1,9,9,44.44,44.44,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,22.22,0,0,33.33,11.11
9692,2,'Breathtaking' solar eclipse witnessed by millions,2,BBCNews,http://www.bbc.co.uk/news/science-environment-31965456,20/03/2015,headlineoit.txt,1,6,6,66.67,50,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0,0,50,0
9693,3,Nigel Farage: UKIP Janice Atkinson allegations 'couldn't look worse',3,BBCNews,http://www.bbc.co.uk/news/uk-england-kent-31982168,20/03/2015,headlineoiu.txt,1,9,9,33.33,33.33,0,11.11,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,33.33,0,0,55.56,-11.11
9694,4,In pictures: Solar eclipse,4,BBCNews,http://www.bbc.co.uk/news/in-pictures-31981666,20/03/2015,headlineoiv.txt,1,4,4,50,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,50,0
9695,5,Man wins £39k over IVF baby deceit,5,BBCNews,http://www.bbc.co.uk/news/uk-31981961,20/03/2015,headlineoiw.txt,1,7,7,0,57.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,28.57,0,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,14.29
9696,6,Soldier beheading plan teen Brusthom Ziamani jailed,6,BBCNews,http://www.bbc.co.uk/news/uk-31987242,20/03/2015,headlineoix.txt,1,7,7,57.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
9697,7,Hunting for Prince's vault,7,BBCNews,http://www.bbc.co.uk/news/magazine-31962180,20/03/2015,headlineoiy.txt,1,4,4,50,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,50,0
9698,8,Louis Theroux: The people who are not guilty by reason of insanity,8,BBCNews,http://www.bbc.co.uk/news/magazine-31962182,20/03/2015,headlineoiz.txt,1,12,12,16.67,75,0,50,8.33,0,0,0,0,0,0,8.33,8.33,8.33,8.33,0,8.33,0,0,16.67,0,8.33,0,0,0,16.67,0,0,8.33,8.33,0,8.33,8.33,0,0,16.67,8.33,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,16.67,-8.33
9699,9,Cloudy or clear? Eclipse 2015 on social media,9,BBCNews,http://www.bbc.co.uk/news/blogs-trending-31984545,20/03/2015,headlineoja.txt,1,8,4,12.5,50,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,25,0
9700,10,Quiz of the week's news,10,BBCNews,http://www.bbc.co.uk/news/magazine-31963468,20/03/2015,headlineojb.txt,1,5,5,0,100,0,40,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,40,0
9766,1,US police shoot attacker at New Orleans airport,1,BBCNews,http://www.bbc.co.uk/news/world-us-canada-31997578,21/03/2015,headlineolp.txt,1,8,8,37.5,62.5,0,25,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,-12.5
9767,2,US Pledge of Allegiance in Arabic leads school to apologise,2,BBCNews,http://www.bbc.co.uk/news/31989874,21/03/2015,headlineolq.txt,1,10,10,20,80,0,40,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,30,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
9768,3,Double decker destroyed in south London fire,3,BBCNews,http://www.bbc.co.uk/news/uk-england-london-31998937,21/03/2015,headlineolr.txt,1,7,7,14.29,71.43,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,-14.29
9769,4,M5 motorway closed for overturned lorry recovery,4,BBCNews,http://www.bbc.co.uk/news/uk-england-gloucestershire-31999109,21/03/2015,headlineols.txt,1,7,7,42.86,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
9770,5,10 things we didn't know last week,5,BBCNews,http://www.bbc.co.uk/news/blogs-magazine-monitor-31951844,21/03/2015,headlineolt.txt,1,7,7,0,85.71,14.29,42.86,28.57,14.29,0,14.29,0,0,0,14.29,0,28.57,14.29,14.29,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,28.57,0
9771,6,Rap mogul Suge Knight collapses in court after judge sets $25 million bail,6,BBCNews,http://www.bbc.co.uk/newsbeat/31995074,21/03/2015,headlineolu.txt,1,13,13,15.38,30.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0
9772,7,WW1: A baby called Somme,7,BBCNews,http://www.bbc.co.uk/news/blogs-magazine-monitor-31967883,21/03/2015,headlineolv.txt,1,5,5,0,60,0,20,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,40,0
9773,8,Woman held at Luton Airport charged with identity document offence,8,BBCNews,http://www.bbc.co.uk/news/uk-england-beds-bucks-herts-31998723,21/03/2015,headlineolw.txt,1,10,10,50,50,0,20,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,0,10,0,0,10,10,0,10,0,10,0,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,-10
9774,9,Cinderella stars dismiss waistline criticism at UK premiere as 'irrelevant',9,BBCNews,http://www.bbc.co.uk/newsbeat/31985810,21/03/2015,headlineolx.txt,1,10,10,60,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,30,-10
9775,10,Picasso electrician ordered to return artworks,10,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31985024,21/03/2015,headlineoly.txt,1,6,6,66.67,33.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
9841,1,Jeremy Clarkson: BBC comments 'meant in jest',1,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-32007400,22/03/2015,headlineoom.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,28.57,0,0,57.14,0
9842,2,Six arrested after Stamford Hill synagogue attack,2,BBCNews,http://www.bbc.co.uk/news/uk-england-london-32007767,22/03/2015,headlineoon.txt,1,7,7,42.86,42.86,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,-14.29
9843,3,Richard III: Leicester reburial under way,3,BBCNews,http://www.bbc.co.uk/news/uk-england-leicestershire-31990721,22/03/2015,headlineooo.txt,1,6,6,50,50,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,16.67
9844,4,Nine British medics feared to have crossed into Syria,4,BBCNews,http://www.bbc.co.uk/news/uk-32006445,22/03/2015,headlineoop.txt,1,9,9,22.22,77.78,0,44.44,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,22.22,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,-11.11
9845,5,Tory candidate suspended over vote-winning allegations,5,BBCNews,http://www.bbc.co.uk/news/uk-32005848,22/03/2015,headlineooq.txt,1,7,7,57.14,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,28.57,0,0,0,0,28.57,14.29
9846,6,Asia's deadly secret: The scourge of the betel nut,6,BBCNews,http://www.bbc.co.uk/news/health-31921207,22/03/2015,headlineoor.txt,1,9,9,11.11,44.44,0,33.33,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,33.33,0
9847,7,"Singer-songwriter Jackie Trent dies, aged 74",7,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-32004996,22/03/2015,headlineoos.txt,1,7,7,14.29,42.86,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,28.57,0,0,0,0,42.86,0
9848,8,Alex Salmond predicts vote-by-vote deal with Labour,8,BBCNews,http://www.bbc.co.uk/news/uk-scotland-32007514,22/03/2015,headlineoot.txt,1,9,9,33.33,44.44,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,44.44,0,0,0,0,33.33,0
9849,9,Nigel Farage: 'I've been ruthless' with UKIP candidates,9,BBCNews,http://www.bbc.co.uk/news/uk-politics-32007161,22/03/2015,headlineoou.txt,1,8,8,25,37.5,0,37.5,12.5,12.5,12.5,0,0,0,0,0,0,25,25,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,37.5,0,0,62.5,0
9850,10,The men who uncovered Assyria,10,BBCNews,http://www.bbc.co.uk/news/magazine-31941827,22/03/2015,headlineoov.txt,1,5,5,40,60,0,40,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0
9916,1,Clarke Carlisle pleads guilty to drink-driving,1,BBCNews,http://www.bbc.co.uk/news/uk-england-32018656,23/03/2015,headlineorj.txt,1,6,6,33.33,50,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,33.33,-16.67
9917,2,Taylor Swift buys .porn and .adult web domain names,2,BBCNews,http://www.bbc.co.uk/newsbeat/32013708,23/03/2015,headlineork.txt,1,9,9,0,44.44,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0
9918,3,Small Data: How much would you have won backing McCoy?,3,BBCNews,http://www.bbc.co.uk/news/blogs-magazine-monitor-31983951,23/03/2015,headlineorl.txt,1,10,10,10,70,0,50,10,10,0,0,10,0,0,0,0,30,20,10,10,10,10,0,10,0,10,0,0,10,0,0,0,10,10,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,30,10
9919,4,Idling' motorists in Westminster to face £20 fines,4,BBCNews,http://www.bbc.co.uk/news/uk-england-london-31989916,23/03/2015,headlineorm.txt,1,8,8,25,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,25,0
9920,5,UK will not tolerate extremists - Theresa May,5,BBCNews,http://www.bbc.co.uk/news/uk-32013794,23/03/2015,headlineorn.txt,1,7,7,42.86,42.86,0,42.86,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,28.57,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,28.57,0
9921,6,The beast of the Danube,6,BBCNews,http://www.bbc.co.uk/news/magazine-31988139,23/03/2015,headlineoro.txt,1,5,5,0,60,0,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0
